,Route_ID,User_ID,Sequence,Total_Duration,Total_Cost,Weather,Traffic_Level,Crowd_Density,Event_Impact,Optimal_Route_Preference,Satisfaction_Score,Age,Gender,Nationality,Travel_Companions,Budget_Category,Preferred_Theme,Preferred_Transport
606,607,3,"[""St. Peter's Basilica"", 'Christ the Redeemer', 'Great Barrier Reef']",501,8401,Snowy,High,High,Holiday,"[""St. Peter's Basilica"", 'Christ the Redeemer', 'Great Barrier Reef']",3,19,Other,USA,Friends,High,Adventure,Taxi
607,608,162,"['Statue of David', 'Pyramid of the Sun', 'Uluru']",442,3665,Snowy,High,Low,Festival,"['Statue of David', 'Pyramid of the Sun', 'Uluru']",4,38,Male,USA,Solo,Medium,Nature,Train
608,609,145,"['Sydney Opera House', 'Pyramids of Giza', 'Amber Fort', 'Mount Fuji', 'Prague Castle', 'Machu Picchu Citadel']",257,1486,Snowy,Low,Low,Festival,"['Sydney Opera House', 'Pyramids of Giza', 'Amber Fort', 'Mount Fuji', 'Prague Castle', 'Machu Picchu Citadel']",4,36,Female,Japan,Group,High,Shopping,Train
609,610,62,"['Notre-Dame Cathedral', 'Pyramid of the Sun', 'Sagrada Familia', 'Golden Gate Bridge', 'Florence Cathedral']",453,9145,Rainy,Medium,Medium,,"['Notre-Dame Cathedral', 'Pyramid of the Sun', 'Sagrada Familia', 'Golden Gate Bridge', 'Florence Cathedral']",2,19,Other,China,Solo,Low,Food,Car
610,611,111,"['Great Wall of China', 'Venice Canals', 'Santorini', 'Iguazu Falls']",448,6717,Snowy,Medium,Low,,"['Great Wall of China', 'Venice Canals', 'Santorini', 'Iguazu Falls']",2,45,Female,Japan,Solo,Medium,Shopping,Car
611,612,182,"['Eiffel Tower', 'Notre-Dame Cathedral', 'Great Wall of China', 'Christ the Redeemer', 'Pyramids of Giza', 'Taj Mahal']",375,9753,Sunny,High,Low,Festival,"['Eiffel Tower', 'Notre-Dame Cathedral', 'Great Wall of China', 'Christ the Redeemer', 'Pyramids of Giza', 'Taj Mahal']",2,69,Female,China,Family,Medium,Food,Train
612,613,149,"['Louvre Museum', 'Sydney Opera House', 'Statue of Liberty', 'Santorini', 'Budapest Parliament', 'Machu Picchu Citadel']",557,6728,Sunny,Medium,Low,Festival,"['Louvre Museum', 'Sydney Opera House', 'Statue of Liberty', 'Santorini', 'Budapest Parliament', 'Machu Picchu Citadel']",2,36,Female,China,Family,High,Food,Bus
613,614,9,"['Sistine Chapel', 'Pyramids of Giza', 'Sagrada Familia', 'Venice Canals']",576,6190,Rainy,Medium,High,Festival,"['Sistine Chapel', 'Pyramids of Giza', 'Sagrada Familia', 'Venice Canals']",1,53,Female,Japan,Family,High,Shopping,Car
614,615,74,"['Pyramid of the Sun', 'Bora Bora', 'Budapest Parliament', 'Grand Canyon']",584,8672,Snowy,High,Low,Holiday,"['Pyramid of the Sun', 'Bora Bora', 'Budapest Parliament', 'Grand Canyon']",3,26,Female,France,Solo,Low,Food,Taxi
615,616,171,"['Roman Forum', 'Pyramid of the Sun', 'Uluru', 'Florence Cathedral', 'Kruger National Park', 'Prague Castle']",527,6828,Cloudy,High,Low,,"['Roman Forum', 'Pyramid of the Sun', 'Uluru', 'Florence Cathedral', 'Kruger National Park', 'Prague Castle']",5,30,Other,Germany,Solo,Medium,Nature,Walk
616,617,106,"[""St. Peter's Basilica"", 'Roman Forum', 'Temple of Karnak', 'Acropolis of Athens', 'Santorini', 'Grand Canyon', 'Dubrovnik Old Town']",579,4317,Snowy,Low,High,Festival,"[""St. Peter's Basilica"", 'Roman Forum', 'Temple of Karnak', 'Acropolis of Athens', 'Santorini', 'Grand Canyon', 'Dubrovnik Old Town']",1,52,Female,India,Group,Low,Adventure,Car
617,618,149,"['Colosseum', 'Great Wall of China', 'Temple of Karnak', 'Golden Gate Bridge']",136,7985,Snowy,Medium,High,Holiday,"['Colosseum', 'Great Wall of China', 'Temple of Karnak', 'Golden Gate Bridge']",2,36,Female,China,Family,High,Food,Bus
618,619,87,"['Great Barrier Reef', 'Acropolis of Athens', 'Golden Gate Bridge', 'Kyoto Temples', 'Berlin Wall']",319,9057,Sunny,High,Medium,Festival,"['Great Barrier Reef', 'Acropolis of Athens', 'Golden Gate Bridge', 'Kyoto Temples', 'Berlin Wall']",1,31,Female,Japan,Friends,Low,Food,Bus
619,620,142,"['Great Barrier Reef', 'Temple of Karnak', 'Statue of Liberty', 'Victoria Falls']",360,4302,Rainy,Low,High,,"['Great Barrier Reef', 'Temple of Karnak', 'Statue of Liberty', 'Victoria Falls']",4,42,Male,China,Solo,Low,Shopping,Car
620,621,47,"['Christ the Redeemer', 'Temple of Karnak', 'Yellowstone National Park']",364,6150,Cloudy,High,High,Holiday,"['Christ the Redeemer', 'Temple of Karnak', 'Yellowstone National Park']",2,57,Female,Japan,Group,Medium,Food,Train
621,622,43,"['Great Wall of China', 'Eiffel Tower', 'Statue of Liberty', 'Banff National Park']",466,3986,Snowy,High,Low,Festival,"['Great Wall of China', 'Eiffel Tower', 'Statue of Liberty', 'Banff National Park']",2,32,Female,China,Friends,Medium,Food,Walk
622,623,164,"['Eiffel Tower', 'Times Square', 'Leaning Tower of Pisa']",323,6408,Sunny,High,High,Festival,"['Eiffel Tower', 'Times Square', 'Leaning Tower of Pisa']",5,66,Female,China,Family,Medium,Relaxation,Car
623,624,194,"['Terracotta Army', 'Santorini', 'Machu Picchu Citadel']",442,4103,Cloudy,High,Medium,,"['Terracotta Army', 'Santorini', 'Machu Picchu Citadel']",5,50,Male,Japan,Family,Medium,Shopping,Walk
624,625,42,"[""St. Peter's Basilica"", 'Statue of David', 'Sydney Opera House', 'Banff National Park', 'Kruger National Park', 'Machu Picchu Citadel']",156,2566,Cloudy,Low,High,Holiday,"[""St. Peter's Basilica"", 'Statue of David', 'Sydney Opera House', 'Banff National Park', 'Kruger National Park', 'Machu Picchu Citadel']",4,23,Female,UK,Family,Medium,Adventure,Bus
625,626,62,"['Machu Picchu', 'Acropolis of Athens', 'Bora Bora', 'Grand Canyon']",453,7968,Cloudy,Low,High,,"['Machu Picchu', 'Acropolis of Athens', 'Bora Bora', 'Grand Canyon']",1,19,Other,China,Solo,Low,Food,Car
626,627,108,"['Florence Cathedral', 'Table Mountain', 'Victoria Falls']",227,9660,Rainy,High,Low,,"['Florence Cathedral', 'Table Mountain', 'Victoria Falls']",2,31,Other,USA,Friends,Low,Food,Walk
627,628,77,"['Sydney Opera House', 'Taj Mahal', 'Table Mountain', 'Kruger National Park', 'Kyoto Temples', 'Victoria Falls']",473,3193,Sunny,High,Low,Festival,"['Sydney Opera House', 'Taj Mahal', 'Table Mountain', 'Kruger National Park', 'Kyoto Temples', 'Victoria Falls']",2,27,Other,UK,Friends,Low,Shopping,Bike
628,629,177,"['Times Square', 'Great Wall of China', 'Machu Picchu Citadel']",200,8136,Cloudy,Medium,Medium,Holiday,"['Times Square', 'Great Wall of China', 'Machu Picchu Citadel']",2,57,Other,USA,Group,Low,Nature,Walk
629,630,52,"['Roman Forum', 'Uffizi Gallery', 'Terracotta Army', 'Florence Cathedral', 'Leaning Tower of Pisa', 'Victoria Falls']",197,3638,Snowy,High,High,Festival,"['Roman Forum', 'Uffizi Gallery', 'Terracotta Army', 'Florence Cathedral', 'Leaning Tower of Pisa', 'Victoria Falls']",5,26,Male,USA,Solo,High,Shopping,Car
630,631,73,"['Roman Forum', 'Central Park', 'Sydney Opera House', 'Amber Fort', 'Red Fort']",458,5505,Rainy,Medium,Low,Holiday,"['Roman Forum', 'Central Park', 'Sydney Opera House', 'Amber Fort', 'Red Fort']",5,41,Female,UK,Friends,High,Nature,Taxi
631,632,86,"['Uffizi Gallery', 'Pyramid of the Sun', 'Great Wall of China', 'Acropolis of Athens', 'Victoria Falls']",455,5352,Snowy,Low,Low,,"['Uffizi Gallery', 'Pyramid of the Sun', 'Great Wall of China', 'Acropolis of Athens', 'Victoria Falls']",4,38,Female,USA,Friends,Low,Adventure,Car
632,633,167,"[""St. Peter's Basilica"", 'Kruger National Park', 'Budapest Parliament']",453,972,Rainy,Low,Medium,Holiday,"[""St. Peter's Basilica"", 'Kruger National Park', 'Budapest Parliament']",4,18,Other,China,Friends,Low,Nature,Car
633,634,132,"['Uffizi Gallery', 'Machu Picchu', 'Pyramids of Giza', 'Acropolis of Athens']",554,5637,Rainy,Low,Medium,Festival,"['Uffizi Gallery', 'Machu Picchu', 'Pyramids of Giza', 'Acropolis of Athens']",4,29,Female,Japan,Family,Medium,Relaxation,Train
634,635,100,"['Sagrada Familia', 'Rocky Mountains', 'Mount Fuji', 'Santorini']",296,7824,Rainy,Medium,Medium,Holiday,"['Sagrada Familia', 'Rocky Mountains', 'Mount Fuji', 'Santorini']",5,64,Female,Japan,Solo,Low,Shopping,Walk
635,636,149,"['Great Wall of China', 'Machu Picchu', 'Table Mountain', 'Bora Bora', 'Grand Canyon', 'Iguazu Falls']",449,1683,Sunny,Low,Low,Holiday,"['Great Wall of China', 'Machu Picchu', 'Table Mountain', 'Bora Bora', 'Grand Canyon', 'Iguazu Falls']",5,36,Female,China,Family,High,Food,Bus
636,637,46,"['Colosseum', 'Christ the Redeemer', 'Pyramids of Giza', 'Kyoto Temples']",417,7487,Snowy,Medium,High,,"['Colosseum', 'Christ the Redeemer', 'Pyramids of Giza', 'Kyoto Temples']",4,44,Female,USA,Family,High,Cultural,Taxi
637,638,81,"['Times Square', 'Statue of David', 'Great Wall of China', 'Uluru', 'Venice Canals', 'Kyoto Temples', 'Iguazu Falls']",250,5869,Sunny,High,Medium,Festival,"['Times Square', 'Statue of David', 'Great Wall of China', 'Uluru', 'Venice Canals', 'Kyoto Temples', 'Iguazu Falls']",2,64,Female,France,Group,High,Adventure,Train
638,639,178,"['Roman Forum', 'Sydney Opera House', 'Venice Canals', 'Table Mountain', 'Bora Bora', 'Budapest Parliament']",184,9119,Snowy,Medium,Low,Holiday,"['Roman Forum', 'Sydney Opera House', 'Venice Canals', 'Table Mountain', 'Bora Bora', 'Budapest Parliament']",1,25,Male,Japan,Friends,Low,Food,Walk
639,640,150,"['Notre-Dame Cathedral', 'Pyramid of the Sun', 'Forbidden City', 'Amber Fort', 'Sagrada Familia', 'Table Mountain']",522,1858,Snowy,Medium,High,,"['Notre-Dame Cathedral', 'Pyramid of the Sun', 'Forbidden City', 'Amber Fort', 'Sagrada Familia', 'Table Mountain']",4,51,Female,USA,Solo,Low,Cultural,Bus
640,641,147,"['Roman Forum', 'Terracotta Army', 'Golden Gate Bridge']",204,8749,Snowy,High,Low,,"['Roman Forum', 'Terracotta Army', 'Golden Gate Bridge']",5,19,Other,Japan,Friends,High,Nature,Walk
641,642,40,"['Uffizi Gallery', 'Pyramid of the Sun', 'Golden Gate Bridge', 'Dubrovnik Old Town']",586,7030,Cloudy,Low,High,Holiday,"['Uffizi Gallery', 'Pyramid of the Sun', 'Golden Gate Bridge', 'Dubrovnik Old Town']",3,28,Male,USA,Solo,Medium,Shopping,Bike
642,643,56,"['Eiffel Tower', 'Central Park', 'Forbidden City', 'Sydney Opera House', 'Florence Cathedral', 'Kruger National Park', 'Mount Fuji']",240,8288,Cloudy,Low,Medium,Holiday,"['Eiffel Tower', 'Central Park', 'Forbidden City', 'Sydney Opera House', 'Florence Cathedral', 'Kruger National Park', 'Mount Fuji']",2,34,Male,USA,Solo,Medium,Adventure,Taxi
643,644,155,"['Uffizi Gallery', 'Pyramids of Giza', 'Amber Fort']",286,7489,Rainy,High,Medium,Festival,"['Uffizi Gallery', 'Pyramids of Giza', 'Amber Fort']",2,30,Other,Germany,Friends,Low,Cultural,Bike
644,645,175,"['Banff National Park', 'Bora Bora', 'Prague Castle', 'Yellowstone National Park']",504,519,Sunny,Medium,Low,Holiday,"['Banff National Park', 'Bora Bora', 'Prague Castle', 'Yellowstone National Park']",4,46,Female,UK,Family,High,Cultural,Train
645,646,5,"['Sistine Chapel', 'Colosseum', 'Great Wall of China', 'Machu Picchu', 'Taj Mahal']",335,5042,Snowy,Low,Medium,Holiday,"['Sistine Chapel', 'Colosseum', 'Great Wall of China', 'Machu Picchu', 'Taj Mahal']",3,65,Other,Japan,Solo,Low,Cultural,Train
646,647,67,"['Eiffel Tower', 'Roman Forum', 'Florence Cathedral', 'Kruger National Park', 'Bora Bora']",288,7892,Cloudy,Low,High,Festival,"['Eiffel Tower', 'Roman Forum', 'Florence Cathedral', 'Kruger National Park', 'Bora Bora']",3,22,Other,UK,Friends,High,Relaxation,Bus
647,648,73,"['Temple of Karnak', 'Taj Mahal', 'Red Fort', 'Venice Canals', 'Kruger National Park', 'Dubrovnik Old Town']",443,8104,Cloudy,Low,Low,,"['Temple of Karnak', 'Taj Mahal', 'Red Fort', 'Venice Canals', 'Kruger National Park', 'Dubrovnik Old Town']",2,41,Female,UK,Friends,High,Nature,Taxi
648,649,186,"[""St. Peter's Basilica"", 'Times Square', 'Forbidden City', 'Uluru']",297,9078,Cloudy,Medium,Medium,Festival,"[""St. Peter's Basilica"", 'Times Square', 'Forbidden City', 'Uluru']",4,56,Female,China,Family,Low,Shopping,Walk
649,650,179,"['Times Square', 'Uffizi Gallery', 'Pyramid of the Sun', 'Forbidden City', 'Temple of Karnak', 'Leaning Tower of Pisa', 'Grand Canyon']",591,3795,Cloudy,Medium,High,Festival,"['Times Square', 'Uffizi Gallery', 'Pyramid of the Sun', 'Forbidden City', 'Temple of Karnak', 'Leaning Tower of Pisa', 'Grand Canyon']",1,59,Male,Germany,Solo,Medium,Food,Bike
650,651,3,"['Great Wall of China', 'Sydney Opera House', 'Statue of Liberty', 'Florence Cathedral', 'Grand Canyon']",547,2230,Sunny,High,Medium,Holiday,"['Great Wall of China', 'Sydney Opera House', 'Statue of Liberty', 'Florence Cathedral', 'Grand Canyon']",3,19,Other,USA,Friends,High,Adventure,Taxi
651,652,160,"['Louvre Museum', 'Colosseum', 'Machu Picchu']",405,6550,Cloudy,Medium,Medium,Festival,"['Louvre Museum', 'Colosseum', 'Machu Picchu']",2,43,Female,Germany,Friends,Low,Food,Taxi
652,653,25,"['Roman Forum', 'Forbidden City', 'Terracotta Army', 'Pyramids of Giza', 'Leaning Tower of Pisa', 'Mount Fuji', 'Grand Canyon']",597,7335,Sunny,Low,High,Holiday,"['Roman Forum', 'Forbidden City', 'Terracotta Army', 'Pyramids of Giza', 'Leaning Tower of Pisa', 'Mount Fuji', 'Grand Canyon']",1,58,Female,Germany,Family,Medium,Adventure,Bike
653,654,167,"['Colosseum', 'Machu Picchu', 'Bora Bora', 'Prague Castle', 'Berlin Wall', 'Victoria Falls']",187,1266,Sunny,Low,Low,,"['Colosseum', 'Machu Picchu', 'Bora Bora', 'Prague Castle', 'Berlin Wall', 'Victoria Falls']",5,18,Other,China,Friends,Low,Nature,Car
654,655,85,"['Great Barrier Reef', 'Amber Fort', 'Budapest Parliament', 'Iguazu Falls']",454,6534,Snowy,Medium,Medium,Holiday,"['Great Barrier Reef', 'Amber Fort', 'Budapest Parliament', 'Iguazu Falls']",2,47,Male,India,Friends,Medium,Food,Car
655,656,28,"[""St. Peter's Basilica"", 'Statue of David', 'Bora Bora', 'Iguazu Falls']",482,8402,Rainy,Low,High,,"[""St. Peter's Basilica"", 'Statue of David', 'Bora Bora', 'Iguazu Falls']",3,32,Female,China,Solo,Low,Shopping,Train
656,657,103,"['Notre-Dame Cathedral', 'Uffizi Gallery', 'Terracotta Army', 'Banff National Park', 'Rocky Mountains']",323,4681,Sunny,High,High,Festival,"['Notre-Dame Cathedral', 'Uffizi Gallery', 'Terracotta Army', 'Banff National Park', 'Rocky Mountains']",4,47,Female,USA,Family,Low,Shopping,Walk
657,658,177,"['Great Wall of China', 'Acropolis of Athens', 'Golden Gate Bridge', 'Santorini']",138,9651,Snowy,High,Medium,,"['Great Wall of China', 'Acropolis of Athens', 'Golden Gate Bridge', 'Santorini']",4,57,Other,USA,Group,Low,Nature,Walk
658,659,185,"['Colosseum', 'Uffizi Gallery', 'Florence Cathedral']",143,1092,Snowy,Low,Low,Holiday,"['Colosseum', 'Uffizi Gallery', 'Florence Cathedral']",5,19,Female,UK,Friends,High,Relaxation,Taxi
659,660,117,"['Louvre Museum', 'Sydney Opera House', 'Uluru', 'Sagrada Familia', 'Table Mountain', 'Kruger National Park', 'Kyoto Temples']",431,3472,Sunny,High,Low,Festival,"['Louvre Museum', 'Sydney Opera House', 'Uluru', 'Sagrada Familia', 'Table Mountain', 'Kruger National Park', 'Kyoto Temples']",2,26,Female,USA,Friends,Low,Food,Walk
660,661,182,"['Notre-Dame Cathedral', 'Great Wall of China', 'Forbidden City', 'Santorini', 'Prague Castle', 'Berlin Wall']",398,2089,Snowy,Low,Medium,,"['Notre-Dame Cathedral', 'Great Wall of China', 'Forbidden City', 'Santorini', 'Prague Castle', 'Berlin Wall']",3,69,Female,China,Family,Medium,Food,Train
661,662,151,"['Eiffel Tower', 'Pyramids of Giza', 'Acropolis of Athens', 'Banff National Park', 'Grand Canyon']",431,8834,Rainy,Medium,High,Holiday,"['Eiffel Tower', 'Pyramids of Giza', 'Acropolis of Athens', 'Banff National Park', 'Grand Canyon']",4,36,Male,France,Friends,High,Relaxation,Train
662,663,177,"['Notre-Dame Cathedral', 'Kyoto Temples', 'Grand Canyon']",497,8160,Snowy,Medium,Medium,Holiday,"['Notre-Dame Cathedral', 'Kyoto Temples', 'Grand Canyon']",3,57,Other,USA,Group,Low,Nature,Walk
663,664,77,"['Notre-Dame Cathedral', ""St. Peter's Basilica"", 'Statue of David', 'Christ the Redeemer', 'Florence Cathedral', 'Rocky Mountains']",389,7473,Rainy,High,Medium,Holiday,"['Notre-Dame Cathedral', ""St. Peter's Basilica"", 'Statue of David', 'Christ the Redeemer', 'Florence Cathedral', 'Rocky Mountains']",2,27,Other,UK,Friends,Low,Shopping,Bike
664,665,116,"['Uffizi Gallery', 'Pyramid of the Sun', 'Christ the Redeemer', 'Great Barrier Reef', 'Statue of Liberty', 'Banff National Park']",551,3570,Rainy,High,Low,Holiday,"['Uffizi Gallery', 'Pyramid of the Sun', 'Christ the Redeemer', 'Great Barrier Reef', 'Statue of Liberty', 'Banff National Park']",4,54,Male,France,Solo,Medium,Relaxation,Car
665,666,3,"[""St. Peter's Basilica"", 'Great Barrier Reef', 'Red Fort']",397,6203,Cloudy,High,Low,,"[""St. Peter's Basilica"", 'Great Barrier Reef', 'Red Fort']",4,19,Other,USA,Friends,High,Adventure,Taxi
666,667,6,"['Louvre Museum', 'Pyramid of the Sun', 'Great Barrier Reef', 'Kruger National Park', 'Iguazu Falls', 'Dubrovnik Old Town']",232,5955,Cloudy,Low,High,Holiday,"['Louvre Museum', 'Pyramid of the Sun', 'Great Barrier Reef', 'Kruger National Park', 'Iguazu Falls', 'Dubrovnik Old Town']",1,36,Female,UK,Group,Low,Adventure,Bus
667,668,121,"['Colosseum', 'Acropolis of Athens', 'Statue of Liberty', 'Table Mountain', 'Yellowstone National Park']",363,6122,Rainy,Medium,Medium,,"['Colosseum', 'Acropolis of Athens', 'Statue of Liberty', 'Table Mountain', 'Yellowstone National Park']",2,28,Other,Germany,Family,Medium,Adventure,Car
668,669,175,"['Notre-Dame Cathedral', 'Sistine Chapel', 'Sagrada Familia', 'Golden Gate Bridge', 'Prague Castle', 'Dubrovnik Old Town']",261,1963,Rainy,Medium,Medium,Festival,"['Notre-Dame Cathedral', 'Sistine Chapel', 'Sagrada Familia', 'Golden Gate Bridge', 'Prague Castle', 'Dubrovnik Old Town']",5,46,Female,UK,Family,High,Cultural,Train
669,670,200,"['Colosseum', 'Statue of David', 'Pyramid of the Sun', 'Forbidden City', 'Terracotta Army', 'Banff National Park', 'Prague Castle']",589,8245,Cloudy,Low,Low,Festival,"['Colosseum', 'Statue of David', 'Pyramid of the Sun', 'Forbidden City', 'Terracotta Army', 'Banff National Park', 'Prague Castle']",2,23,Female,India,Group,High,Food,Bus
670,671,193,"['Statue of Liberty', 'Rocky Mountains', 'Prague Castle', 'Grand Canyon']",238,3484,Cloudy,Low,Medium,Festival,"['Statue of Liberty', 'Rocky Mountains', 'Prague Castle', 'Grand Canyon']",2,30,Female,UK,Group,Low,Cultural,Bike
671,672,169,"['Great Barrier Reef', 'Santorini', 'Prague Castle']",141,8559,Sunny,Medium,High,,"['Great Barrier Reef', 'Santorini', 'Prague Castle']",5,45,Other,France,Friends,High,Adventure,Taxi
672,673,92,"['Great Wall of China', 'Uffizi Gallery', 'Great Wall of China', 'Statue of Liberty']",178,4634,Sunny,Low,Medium,,"['Great Wall of China', 'Uffizi Gallery', 'Great Wall of China', 'Statue of Liberty']",5,31,Male,Japan,Solo,Medium,Shopping,Bike
673,674,188,"['Great Wall of China', 'Notre-Dame Cathedral', 'Christ the Redeemer', 'Sagrada Familia', 'Banff National Park', 'Mount Fuji', 'Budapest Parliament']",423,3536,Sunny,Low,Low,Holiday,"['Great Wall of China', 'Notre-Dame Cathedral', 'Christ the Redeemer', 'Sagrada Familia', 'Banff National Park', 'Mount Fuji', 'Budapest Parliament']",5,20,Other,India,Group,Medium,Nature,Train
674,675,83,"['Colosseum', 'Central Park', 'Statue of David', 'Kyoto Temples', 'Budapest Parliament']",398,9133,Snowy,Low,High,Holiday,"['Colosseum', 'Central Park', 'Statue of David', 'Kyoto Temples', 'Budapest Parliament']",1,62,Male,Germany,Friends,Medium,Adventure,Bus
675,676,183,"['Great Wall of China', 'Christ the Redeemer', 'Yellowstone National Park']",193,8520,Cloudy,High,Low,,"['Great Wall of China', 'Christ the Redeemer', 'Yellowstone National Park']",2,59,Female,Germany,Solo,Low,Nature,Train
676,677,96,"['Taj Mahal', 'Statue of Liberty', 'Kruger National Park', 'Kyoto Temples', 'Bora Bora']",502,7268,Sunny,Low,Medium,,"['Taj Mahal', 'Statue of Liberty', 'Kruger National Park', 'Kyoto Temples', 'Bora Bora']",3,29,Other,India,Friends,Medium,Relaxation,Train
677,678,50,"['Central Park', 'Times Square', 'Terracotta Army', 'Machu Picchu Citadel']",213,9276,Snowy,Medium,Low,Festival,"['Central Park', 'Times Square', 'Terracotta Army', 'Machu Picchu Citadel']",2,66,Male,USA,Solo,High,Food,Train
678,679,140,"['Eiffel Tower', 'Colosseum', 'Great Barrier Reef', 'Sagrada Familia', 'Golden Gate Bridge', 'Budapest Parliament']",377,6944,Snowy,Low,Medium,,"['Eiffel Tower', 'Colosseum', 'Great Barrier Reef', 'Sagrada Familia', 'Golden Gate Bridge', 'Budapest Parliament']",3,54,Other,China,Solo,High,Food,Bike
679,680,16,"['Eiffel Tower', 'Roman Forum', 'Uluru', 'Golden Gate Bridge', 'Venice Canals', 'Kruger National Park', 'Grand Canyon']",296,2602,Cloudy,Low,Medium,Holiday,"['Eiffel Tower', 'Roman Forum', 'Uluru', 'Golden Gate Bridge', 'Venice Canals', 'Kruger National Park', 'Grand Canyon']",3,32,Male,USA,Friends,Low,Relaxation,Walk
680,681,10,"['Sistine Chapel', 'Statue of David', 'Uffizi Gallery', 'Temple of Karnak', 'Sagrada Familia', 'Dubrovnik Old Town']",274,1522,Sunny,Medium,High,Festival,"['Sistine Chapel', 'Statue of David', 'Uffizi Gallery', 'Temple of Karnak', 'Sagrada Familia', 'Dubrovnik Old Town']",3,46,Male,India,Family,High,Food,Train
681,682,77,"[""St. Peter's Basilica"", 'Colosseum', 'Table Mountain', 'Dubrovnik Old Town']",543,9050,Sunny,Medium,High,Festival,"[""St. Peter's Basilica"", 'Colosseum', 'Table Mountain', 'Dubrovnik Old Town']",3,27,Other,UK,Friends,Low,Shopping,Bike
682,683,66,"['Roman Forum', 'Sydney Opera House', 'Pyramids of Giza', 'Amber Fort', 'Bora Bora', 'Dubrovnik Old Town']",155,1640,Sunny,Medium,Medium,Festival,"['Roman Forum', 'Sydney Opera House', 'Pyramids of Giza', 'Amber Fort', 'Bora Bora', 'Dubrovnik Old Town']",5,27,Female,UK,Group,Low,Relaxation,Bike
683,684,172,"['Great Wall of China', 'Sydney Opera House', 'Rocky Mountains', 'Prague Castle', 'Machu Picchu Citadel']",226,7240,Rainy,High,High,,"['Great Wall of China', 'Sydney Opera House', 'Rocky Mountains', 'Prague Castle', 'Machu Picchu Citadel']",1,54,Other,China,Group,Low,Relaxation,Bike
684,685,24,"['Notre-Dame Cathedral', 'Central Park', 'Pyramid of the Sun', 'Yellowstone National Park', 'Machu Picchu Citadel', 'Berlin Wall']",212,5187,Snowy,High,Low,Holiday,"['Notre-Dame Cathedral', 'Central Park', 'Pyramid of the Sun', 'Yellowstone National Park', 'Machu Picchu Citadel', 'Berlin Wall']",1,67,Female,Japan,Family,Medium,Shopping,Walk
685,686,119,"['Sistine Chapel', 'Times Square', 'Great Barrier Reef', 'Rocky Mountains']",182,908,Cloudy,Medium,High,Festival,"['Sistine Chapel', 'Times Square', 'Great Barrier Reef', 'Rocky Mountains']",3,30,Other,India,Solo,Medium,Cultural,Bike
686,687,54,"['Pyramid of the Sun', 'Sagrada Familia', 'Statue of Liberty', 'Rocky Mountains', 'Yellowstone National Park']",500,9421,Snowy,Low,Medium,Festival,"['Pyramid of the Sun', 'Sagrada Familia', 'Statue of Liberty', 'Rocky Mountains', 'Yellowstone National Park']",1,34,Female,Germany,Friends,Medium,Cultural,Train
687,688,84,"['Sistine Chapel', 'Sydney Opera House', 'Sagrada Familia', 'Santorini']",484,4200,Snowy,Low,High,,"['Sistine Chapel', 'Sydney Opera House', 'Sagrada Familia', 'Santorini']",4,61,Male,UK,Friends,High,Food,Walk
688,689,34,"['Colosseum', 'Machu Picchu', 'Christ the Redeemer', 'Great Barrier Reef', 'Bora Bora']",249,2123,Cloudy,Medium,Medium,Holiday,"['Colosseum', 'Machu Picchu', 'Christ the Redeemer', 'Great Barrier Reef', 'Bora Bora']",5,29,Male,China,Friends,High,Shopping,Train
689,690,167,"['Sistine Chapel', 'Forbidden City', 'Red Fort', 'Sagrada Familia', 'Venice Canals', 'Budapest Parliament']",567,6681,Cloudy,Medium,High,,"['Sistine Chapel', 'Forbidden City', 'Red Fort', 'Sagrada Familia', 'Venice Canals', 'Budapest Parliament']",3,18,Other,China,Friends,Low,Nature,Car
690,691,133,"['Colosseum', 'Central Park', 'Venice Canals', 'Florence Cathedral', 'Yellowstone National Park', 'Berlin Wall']",292,7077,Snowy,Medium,High,Festival,"['Colosseum', 'Central Park', 'Venice Canals', 'Florence Cathedral', 'Yellowstone National Park', 'Berlin Wall']",4,69,Male,USA,Group,Medium,Shopping,Train
691,692,89,"['Roman Forum', 'Taj Mahal', 'Acropolis of Athens', 'Mount Fuji', 'Budapest Parliament', 'Berlin Wall']",127,7692,Rainy,Low,Medium,,"['Roman Forum', 'Taj Mahal', 'Acropolis of Athens', 'Mount Fuji', 'Budapest Parliament', 'Berlin Wall']",1,45,Male,USA,Group,Medium,Shopping,Train
692,693,96,"['Louvre Museum', 'Forbidden City', 'Leaning Tower of Pisa']",278,3857,Cloudy,Low,Low,Holiday,"['Louvre Museum', 'Forbidden City', 'Leaning Tower of Pisa']",5,29,Other,India,Friends,Medium,Relaxation,Train
693,694,141,"['Times Square', 'Rocky Mountains', 'Grand Canyon', 'Dubrovnik Old Town', 'Victoria Falls']",573,9215,Snowy,Medium,Low,Holiday,"['Times Square', 'Rocky Mountains', 'Grand Canyon', 'Dubrovnik Old Town', 'Victoria Falls']",2,32,Female,France,Group,Low,Adventure,Train
694,695,5,"['Central Park', 'Terracotta Army', 'Pyramids of Giza', 'Red Fort', 'Banff National Park', 'Rocky Mountains', 'Mount Fuji']",414,7387,Snowy,Medium,Low,Holiday,"['Central Park', 'Terracotta Army', 'Pyramids of Giza', 'Red Fort', 'Banff National Park', 'Rocky Mountains', 'Mount Fuji']",2,65,Other,Japan,Solo,Low,Cultural,Train
